template_key,descripcion,contenido,pdf_url,descripcion_old
FORMAS DE REGULARIZARSE,"Aplica a personas ya en España que preguntan cómo REGULARIZARSE con el Reglamento vigente (arraigos, familiar UE, etc.). Resumen comparativo. NO usar cuando el caso ya encaja en una plantilla específica.","Hola!

Gracias por escribir.

El 20 de mayo de 2025 entra en vigor el nuevo Reglamento de extranjería que viene a darle la vuelta a la vida de todos los que llegasteis a España buscando una oportunidad.

Y es que este nuevo reglamento ha hecho que os entren miles de dudas con respecto a la mejor forma de regularizar vuestra situación y muchos de vosotros, tras contarme vuestra situación, me hacéis la gran pregunta: ¿Cuál es la mejor forma para regularizarme a partir del 20 de mayo de 2025?
Y la realidad es que NO hay una mejor manera de regularizarse sino que cada uno tendrá que ver cuál es la vía a la que puede acogerse, pues cada una de las vías exige una serie de requisitos que hay que cumplir.

Así, el nuevo reglamento recoge 5 residencias por circunstancias excepcionales (arraigos) que voy a clasificar en 6.

IMPORTANTE: para poder tramitar CUALQUIER ARRAIGO (salvo el familiar) se requieren DOS AÑOS DE PERMANENCIA EN ESPAÑA.

IMPORTANTE: el nuevo reglamento NO establece la necesidad de estar de forma irregular. Solo exige dos años de permanencia en España y no haber permanecido fuera más de 90 días.

IMPORTANTE: Salvo para el arraigo FAMILIAR, el arraigo SOCIOLABORAL y el arraigo de SEGUNDA OPORTUNIDAD, TODOS requieren un informe previo de integración.

Dicho esto, las autorizaciones de ARRAIGO que recoge nuestro Reglamento son los siguientes:

1.  Arraigo FAMILIAR
2.  Arraigo de SEGUNDA OPORTUNIDAD
3.  Arraigo SOCIOLABORAL (con contrato)
4.  Arraigo SOCIAL (medios económicos)
5.  Arraigo SOCIAL (Proyecto de actividad)
6.  Arraigo SOCIOFORMATIVO
 
Y para saber cuál os conviene más o cuáles son los que podéis tramitar vamos a ir eliminando aquellos a los que NO podemos acogernos.

Empezamos!

1.   Arraigo FAMILIAR
 El arraigo FAMILIAR es para aquellos que son PROGENITORES de un menor de edad (menor de 18 años) comunitario, es decir, padre o madre de un menor con pasaporte comunitario.

Por tanto, si no tienes un hijo comunitario o, teniéndolo, es mayor de 18 años NO podremos tramitar este tipo de arraigo!
 
 
2.   Arraigo de SEGUNDA OPORTUNIDAD:

EL arraigo de SEGUNDA OPORTUNIDAD es para aquellos que en los dos años anteriores hayan sido titulares de alguna autorización de RESIDENCIA y no pudieron renovarla (siempre que no sea por antecedentes penales, policiales, etc.)
Por lo tanto, si siempre estuviste en España de forma irregular, si tuviste autorización de estancia (por ejemplo estudios o voluntariado) y no de residencia o has sido solicitante de asilo (cuya situación es de permanencia tolerada y no de residencia), o bien tuviste residencia pero hace más de dos años... Tampoco podrás acogerte a esta nueva figura!

3.   Arraigo SOCIOLABORAL:

El arraigo SOCIOLABORAL exige contar con un contrato de trabajo, sin excepción.

Importante! Con este nuevo reglamento el contrato puede ser de 20 horas semanales (no necesitas que sea de 40 horas), el salario puede ser el Salario Mínimo (proporcional a las horas del contrato) y se pueden presentar uno o más contratos (siempre que todos ellos sumen 20 horas en total).

Además, tampoco es necesario que el contrato sea de un año, basta que sea de más de 90 días (desde que se conceda la residencia).

Algo muy importante es que se permitirá CUALQUIER tipo de contrato: indefinido, de duración de terminada, fijo discontinuo, etc.

Por lo tanto, si no cuentas con una oferta de contrato o, contando con contrato, tu empleador no reúne los requisitos económicos tampoco podrás tramitar este tipo de autorización.

4.   Arraigo SOCIAL (medios económicos)
 El arraigo SOCIAL (por medios económicos) es aquel que no exige acreditar contrato de trabajo ni actividad profesional, solo exige acreditar medios económicos (600€ por mes, es decir, 7.200€ en total). Estos medios puede acreditarlos el solicitante o por un familiar, pero NO cualquier familiar, de forma que SOLO pueden acreditar los medios económicos el mismo solicitante o el cónyuge o pareja de hecho del solicitante, padre, madre o hijos y que, en este caso, es necesario que dicho familiar se encuentre en España residiendo legalmente y que los medios se encuentren disponibles en España.

En el caso de que los medios sean aportados por un familiar será necesario acreditar el 100% del IPREM para el solicitante (7.200€) + 100% para el familiar (otros 7.200€).

Este arraigo solo podrá modificarse a residencia con permiso de trabajo cuando finalicen los primeros doce meses, momento en el que se podrá modificar a residencia y trabajo por cuenta ajena (con un contrato de trabajo) o a residencia y trabajo por cuenta propia (con un proyecto de actividad).

Además, este tipo de arraigo SÍ autoriza a trabajar por cuenta ajena y por cuenta propia :)
Si no cuentas con los medios económicos no podrás tramitar este tipo de arraigo.

5.   Arraigo SOCIAL (Proyecto de actividad)
 El Arraigo SOCIAL (proyecto) es para aquellos que no cuentan con contrato pero quieren emprender en España. Es decir, aquellos que, en lugar de optar por un trabajo en relación de dependencia deciden ser autónomos.

En este caso será necesario realizar un proyecto de actividad, acreditar que tienes formación para ejercer dicha actividad y que cuentas con los medios económicos suficientes para poder llevarlo a cabo.

Por lo tanto, si no tienes espíritu emprendedor o si tu actividad no es tan viable para ello tampoco podrás acudir a este tipo de arraigo.

6.   Arraigo SOCIOFORMATIVO
El Arraigo SOCIOFORMATIVO es una autorización que no tiene requisitos adicionales (no requiere contrato, ni medios, ni proyecto) SOLO exige el compromiso de realizar una formación a tiempo completo (unas 20 horas semanales), en un centro autorizado y por una duración inferior a 2 años.

Esta autorización permitirá trabajar 30 horas semanales y, una vez finalizados los estudios, podrá ser modificada a un permiso de residencia y trabajo.

Este es el único arraigo que puede tramitar cualquier persona.

¿Cuál elegir? Sin duda, si cumplís requisitos para el arraigo familiar o de segunda oportunidad, no lo vamos a dudar, nos lanzamos a ellos. Si se cuenta con contrato vamos a por el arraigo socio laboral y si no se cuenta con los anteriores, arraigo socioformativo! (salvo que tengáis espíritu emprendedor!)

Por último, nos encontramos con la situación de los solicitantes de asilo para los cuáles la realidad se vuelve compleja.

Dentro del nuevo articulado han añadido una alternativa para aquellos que, antes de entrar en vigor el reglamento de extranjería, ya hayan recibido una denegación de su asilo en firme. Esta alternativa se encuentra en la DISPOSICIÓN TRANSITORIA QUINTA.

No obstante, para acudir a ella hay que cumplir una serie de requisitos:

•        Que en el momento de la entrada en vigor de este reglamento se encuentren en situación irregular como consecuencia de una resolución denegatoria o desestimatoria firme en sede administrativa y, en su caso, judicial de su solicitud de protección internacional.

•        Que dicha resolución denegatoria se haya dictado antes del 20 de marzo del año 2025.

•        Carecer de antecedentes penales, no tener orden de expulsión, etc.

•        Que hayan permanecido en territorio español en situación irregular al menos los seis meses inmediatamente anteriores a la presentación de la solicitud de esta autorización.

•        Que se solicite durante los doce meses siguientes a la entrada en vigor de este reglamento.

De forma que, si no os han denegado el asilo antes del 20 de marzo, en principio, ya no podréis acudir a esta alternativa.

Si quieres mas info sobre alguno de los arraigos de forma concreta no dudes escribir nuevamente!

Abrazo.

Sai",,este es el correo que debe enviarse a las personas que ya se encuentran de forma irregular en España y necesitan regularizar su situación
ARRAIGO SOCIOLABORAL,Aplica a quienes acreditan permanencia y relación laboral conforme al nuevo Reglamento. Requiere: tiempo mínimo de estancia continuada y pruebas laborales válidas. NO usar para arraigo social/familiar.,"Hola!

Gracias por escribir! Después de la entrada en vigor del nuevo reglamento de extranjería y haber estudiado de forma intensa el nuevo texto de la ley, podemos explicaros, mas o menos, como será el nuevo proceso de arraigo sociolaboral.

A continuación te cuento todo lo que debes saber sobre el proceso de ARRAIGO SOCIOLABORAL y te invito a que agendes una cita si tienes alguna duda más :)

•	REQUISITOS para tramitar ARRAIGO SOCIOLABORAL:

- Permanencia de 2 años en España.

- Que no hayas permanecido más de 90 días fuera.

- Qué no tengas antecedentes penales en España y en tu país de origen.

- Qué cuentes con un contrato de trabajo. El contrato podrá ser de 20 horas por semana y no importa su tipología siempre que sea superior a 3 meses desde que salga favorable la residencia. También podrá presentarse dos o más contratos siempre que la suma de todos ellos sea de, al menos, 20 horas.

•	FASES del proceso de ARRAIGO SOCIO LABORAL:

Antes de la reforma de mayo de 2025 el trámite de arraigo con contrato llevaba un paso previo que era la realización de un informe de arraigo.

Con el nuevo reglamento de extranjería la obligatoriedad de dicho informe desaparece del texto legal  por lo tanto, podremos ir directamente a la segunda fase: la SOLICITUD del ARRAIGO SOCIOLABORAL ante la oficina de extranjería que te corresponda.

En esta fase es donde se presenta TODA la documentación: Acreditación de los dos años de permanencia, antecedentes penales actualizados y apostillados, empadronamiento actualizado y, por supuesto, toda la documentación del empleador:  DNI del empleador, declaraciones de impuestos, certificados de no adeudo con hacienda y seguridad social, escrituras de la empresa (si es una persona física), etc.

Es importante que tengáis en cuenta que en esta parte del proceso necesitaremos mucha documentación del empleador.  Así que es importante que el empleador tenga conocimiento y consienta ayudarte en este trámite!

La SIGUIENTE FASE es la de RESOLUCIÓN Y ALTA EN SS: una vez se resuelve favorablemente la autorización de residencia por arraigo el empleador tendrá UN MES para proceder a darte de alta en SS con el mismo contrato que se presentó para el trámite.

No se podrá presentar un contrato diferente ni con un empleador diferente. El primer empleador que de alta en SS al trabajador debe ser el que realizó el trámite.

Por último, una vez el empleador ha dado de alta en SS al solicitante, el extranjero tendrá que acudir a la Comisaría de Policía, previa cita, a realizar la TOMA DE HUELLAS para que le emitan al extranjero la Tarjeta de Residencia, es decir, la TIE.

El precio de realizar este trámite con nosotros es de 350€+ IVA (423,50€) + tasas, que ascienden a 38,28€ en este año 2025. Para comenzar con el trámite siempre se abona el 50% del trámite (211,75€) + la tasa de 38,28€. Una vez el expediente quede presentado se abonará el otro 50% (211,75€).

Si habéis tenido consulta con nosotros dentro de los 3 meses anteriores a la presentación lo abonado por la consulta se descuenta del primer pago!

En cuanto a los tiempos de resolución, el trámite de arraigo es uno de los más tardados, así que debéis tener mucha paciencia. Varía por provincias, pero media entre 4 meses y 9 meses!
 
IMPORTANTE! Hasta que no se resuelve la residencia por arraigo socio laboral el solicitante NO puede iniciar la actividad laboral, no obstante, la presentación del expediente y durante toda la tramitación el solicitante no podrá ser objeto de una orden de expulsión (salvo comisión de hechos constitutivos de delito, claro)!
 
¡Espero que esta información te haya ayudado muchísimo!
Te mando un saludo!

Sai.",,"este es el correo que debe enviarse a las personas que se encuentran de forma irregular y quieren tramitar arraigo con contrato, que es el arraigo sociolaboral"
ARRAIGO FAMILIAR,"Aplica a supuestos de vínculo familiar cualificado (p.ej., progenitor de menor español, cónyuge/pareja de español, hijo de español de origen). Requiere: prueba del vínculo y convivencia/cuidado según el caso. NO usar para familiar UE si el ciudadano es de la UE no español.","Hola!

Gracias por escribir.

En este correo te voy a estar explicando los requisitos para poder tramitar residencia por arraigo familiar.

Este tipo de residencia, antes de la última reforma del reglamento de extranjería en mayo de 2025, era para aquellos que eran hijo de padre o madre originariamente español, sin embargo, la residencia para esos hijos se ha introducido dentro de la regulación de la residencia de los familiares de españoles y la figura del arraigo familiar ha quedado únicamente para los que son PROGENITORES (padre o madre) de un MENOR DE EDAD (menor de 18 años) que tenga PASAPORTE COMUNITARIO.

Como ves, es una residencia para un caso muy concreto pero que ha sido muy favorable para los progenitores de comunitarios que antes de la reforma mencionada tenían que acreditar medios económicos y seguro médico para poder tramitarlo.

No obstante, para poder tramitar esta residencia no solo se requiere ser padre o madre de menor comunitario, si no que se requiere que el solicitante reside en territorio nacional (es decir, no puede tramitarse desde el extranjero) y que el menor comunitario se encuentre a su cargo (bien porque conviva con él o bien porque, no conviviendo con él, se encuentra al corriente de sus obligaciones paternofiliales).

También podrán tramitar este tipo de residencia aquellas personas que presten apoyo a una persona con discapacidad que sea nacional comunitaria, siempre que el apoyo que presten lo sea para el ejercicio de su capacidad jurídica y siempre que la persona solicitante sea su familiar, tenga a cargo a la persona con discapacidad y conviva con ella.

El precio de realizar este trámite con nosotros es de 300€+ IVA (363,00€) + tasas, que ascienden a 38,28€ en este año 2025. Para comenzar con el trámite siempre se abona el 50% del trámite (211,75€) + la tasa de 38,28€. Una vez el expediente quede presentado se abonará el otro 50% (211,75€).

Si habéis tenido consulta con nosotros dentro de los 3 meses anteriores a la presentación lo abonado por la consulta se descuenta del primer pago!

Un abrazo!

Sai.",,"este es el correo que debe enviarse a las personas con padres de un menor comunitario, es decir, un menor de 18 años que tiene pasaporte Europeo. Esta residencia la han metido dentro de los arraigo porque es un arraigo pero no tiene nada que ver con las anteriores: ni requiere dos años de permanencia, ni requiere ser irregular, ni requiere informe de integración, ni contrato, ni medios económicos, nada. Solo requiere ser progenitor de un menor de edad con nacionalidad comunitaria"
ARRAIGO SOCIAL,"Aplica a personas con tiempo de permanencia y contrato/oferta o medios propios, con informe de integración. Requiere: empadronamiento y arraigo comunitario. NO usar para socioformativo ni sociolaboral.","Hola!

Gracias por escribir!
Con la última reforma del reglamento de extranjería en mayo de 2025 el arraigo SOCIAL se divide en dos: por un lado el arraigo social por medios económicos y por otro lado el arraigo social por proyecto de actividad.

En ambos casos será necesario tramitar un previo informe de integración que dependerá de tu provincia.

A continuación te mando un pdf para que puedas entender mejor cómo funciona ese proceso de arraigo social y para que puedas saber cómo trabajamos.

Un abrazo.

Sai.",https://drive.google.com/file/d/1rk8-_4MJ74tHrOsFcT1PNGBgjdZxWGBC/view?usp=drive_link,"este es el correo que debe enviarse a las personas que se encuentran de forma irregular y quieren tramitar arraigo social, bien porque no tengan contrato y lo quieren hacer por medios económicos o bien porque quieren emprender en España con un proyecto de actividad). En este caso se les envía un template muy básico y se les adjunta un pdf con todos los detalles (incluido el precio)"
ARRAIGO SOCIOFORMATIVO,Aplica a jóvenes que acreditan permanencia y se comprometen a formación reglada. Requiere: tiempo mínimo de estancia y preinscripción/plan formativo. NO usar para social/sociolaboral.,"Hola!

Gracias por escribir!
Con la última reforma del reglamento de extranjería en mayo de 2025 el arraigo PARA LA FORMACIÓN anterior pasa a llamarse arraigo SOCIOFORMATIVO y tiene cambios significativos: los estudios serán muy restrictivos (ya no servirá cualquier estudio o curso para poder tramitarlo), pero permitirá trabajar a 30 horas semanales!
En  todo caso  será necesario tramitar un previo informe de integración que dependerá de tu provincia.

A continuación te mando un pdf para que puedas entender mejor cómo funciona ese proceso de arraigo social y para que puedas saber cómo trabajamos.

Un abrazo.

Sai.",https://drive.google.com/file/d/1Gpqp_CWOGq8VMNa8RMqoKsFXopJ4aQJR/view?usp=drive_link,este es el correo que debe enviarse a las personas que se encuentran de forma irregular y quieren tramitar o quieren información sobre el arraigo socioformativo
ARRAIGO DE SEGUNDA OPORTUNIDAD,Aplica a quienes han perdido su residencia por causas objetivas y buscan recuperar autorización bajo el nuevo Reglamento. Requiere: antecedentes de residencia y condiciones específicas. NO usar para primeras residencias.,"Hola!

Gracias por escribir!
Con la última reforma del reglamento de extranjería en mayo de 2025 se elimina el anterior arraigo laboral que permitía regularizarse a aquellos que habían sido titulares de una autorización previa que les habilitara a trabajar (incluso estudiantes y solicitantes de asilo) y acreditaran, al menos, 6 meses de actividad laboral e integra una nueva residencia de segunda oportunidad para aquellos que hayan sido titulares de una autorización de RESIDENCIA en los últimos DOS AÑOS y NO hayan podido RENOVARLA por causas ajenas a ellos.

A continuación te mando un pdf para que puedas entender mejor cómo funciona ese proceso de arraigo social y para que puedas saber cómo trabajamos.

Un abrazo.

Sai.",https://drive.google.com/file/d/1zHjDP32ALKwtJ7_K_JQ9UxV9CHMxzgBo/view?usp=drive_link,"este es el correo que debe enviarse a las personas que se encuentran de forma irregular pero en algún momento, en los últimos dos años, fueron titulares de una residencia legal y la perdieron por no poder renovarla"
NACIONALIDAD 2024,"Aplica a consultas sobre nacionalidad por residencia con marco informativo actualizado a 2024. Requiere: años de residencia legal según nacionalidad, integración y antecedentes. NO usar para LMD, matrimonio ni apellidos.","Hola!

Gracias por escribir.

Te cuento todo lo que debes saber sobre la nacionalidad española POR RESIDENCIA y te mando un pdf para que sepas cómo trabajamos :)
¡Empezamos!
1º. Para poder solicitarla debes ser residente y tendrás que haber cumplido ya todo el tiempo necesario para obtenerla que, dependiendo de la situación, es de 2 años de residencia legal y continuada si eres nacional iberoamericano.

En casos excepcionales, podrás pedir nacionalidad española en el plazo de un año, por ejemplo, si eres hijo o nieto de español de origen, si estás casado (matrimonio inscrito) con un ciudadano español o si has nacido en territorio español, entre otros.

¿Desde cuándo se cuenta el plazo? desde que eres RESIDENTE, de forma que no importa cuando entraste en España ni cuando solicitaste tu residencia ni cuando tomaste huellas. La propia resolución de concesión inicial establece los plazos, ¡fíjate en eso!
En caso de que no establezca nada, siempre puedes tener en cuenta la fecha de tu Tarjeta (TIE).

2º. Es importante que en este tiempo (de dos años o un año) no hayas permanecido fuera de España más de 3 meses en total, pues en ese caso la Dirección General entenderá que rompiste tu residencia continuada en España.

La realidad es que no existe un artículo de ningún cuerpo legal que establezca el tiempo que puedes permanecer fuera para solicitar la nacionalidad española por residencia, si no que el propio Ministerio va estableciendo la práctica en sus resoluciones.

Por tanto, si puedes pedir nacionalidad en el plazo reducido de DOS AÑOS te aconsejo que no estés fuera mas de 3 meses en total (en los dos años), ya sean consecutivos o no.

En el caso de que puedas pedir tu nacionalidad por residencia con solo UN AÑO de residencia, no debes permanecer fuera mas de UN MES en total, consecutivo o no.

3º. Exámenes!! Para solicitar nacionalidad española por residencia será obligatorio realizar el examen CCSE, independientemente de la situación.

Aquí te mando el link para la inscripción: https://examenes.cervantes.es/es/ccse/examen
En el caso de que seas nacional de un país de habla no hispana tendrás que realizar, también, el examen DELE de lengua castellana, pero si tienes una nacionalidad iberoamericana (aunque te encuentres en España con otro pasaporte) no tendrás que realizar este último.

4º. Con respecto a aquellos que tenéis alguna nacionalidad con la que España no tiene convenio de doble nacionalidad (todos los comunitarios, salvo los franceses) debéis saber que al obtener la nacionalidad española cuando vayáis a realizar la jura ante Notario o Registro Civil, os obligarán a renunciar a dicha nacionalidad pero tranquilos! Esa renuncia SOLO es a efectos internos españoles (es decir, que mientras estéis en España os comportéis como españoles), pero no os obligan a renunciar a ella de forma formal antes la autoridades de dicho país, por lo tanto, seguiréis teniendo esa otra nacionalidad en el resto del mundo :)

Un abrazo.

Sai.",https://drive.google.com/file/d/1nS1myMv6cd_-P0HDOOLekKMlYc0JUzxT/view?usp=drive_link,"este es el correo genérico de nacionalidad, para el que sabes que reside en España, que cumple requisitos"
REMITIR A JULIA,Derivación interna: usar para consultas que deben ser tratadas por Julia (indicar su contacto). Requiere: que el caso corresponda a su área. NO usar para temas que seguimos nosotros.,"Hola!

Gracias por la confianza.

Pongo en copia el correo de nacionalidad para que Julia se encargue de preparar completa tu carpeta de nacionalidad española.

Cualquier consulta no dudes en escribir :)

Abrazo.

Sai.",,Cuando ya han pagado el 50% se le remite a Julia poniendo en copia el mail de nacionalidad@sentirextranjero.com
NACIONALIDAD POR MATRIMONIO,Aplica a cónyuge/pareja de ciudadano/a español/a que pide nacionalidad por residencia REDUCIDA por matrimonio/inscripción. Requiere: matrimonio/pareja registrada y convivencia en España. NO usar para matrimonio con ciudadano UE no español.,"Hola!

Gracias por escribir.

La nacionalidad española por matrimonio NO existe, lo que existe es la nacionalidad al año de residencia por ser cónyuge de español (un año casada y un año de residencia), de forma que si resides fuera de España no podrás beneficiarte.

Primero tendrías que residir un año en España con tu cónyuge y luego solicitarla.

Abrazo.",,la gente que pregunta que si por estar casado con español puede pedir nacionalidad española sin vivir en España
NACIONALIDAD POR APELLIDOS,Aplica a consultas sobre la vía de nacionalidad vinculada a apellidos (sólo cuando exista base legal vigente/reciente). Usar con cautela; normalmente orientar a vías estándar. NO usar si se refiere a LMD u opción por filiación.,"Hola!

Gracias por escribir.

En la actualidad, NO existe la posibilidad de solicitar nacionalidad española por apellido. Aunque hasta el 2019 esto fue, más o menos, posible. Sin embargo,  desde el 1 de octubre de 2019 está vía ya no está disponible.

Te explico un poco!	

Como sabéis durante varios siglos la comunidad judía desplazada de Israel se asentó en la Península Ibérica. Estos judíos nacieron, crecieron y se educaron aquí. A estos judíos se les denomina SEFARDÍES.

Sin embargo, en 1492 los reyes Católicos expulsan de la península a todos aquellos judíos que no se convirtieron al catolicismo. Y así, una gran parte de estos judíos se van de España y se asientan por diferentes territorios del mundo. A pesar de que estos judíos son expulsados de España no dejaban de ser originariamente españoles.

Por eso, en el año 2015, se aprueba una ley que pretendía reparar a este colectivo y permite que todos aquellos que prueben ser descendientes de estos judíos sefardíes, podrían obtener su nacionalidad española sin necesidad de residir en España y a través de un procedimiento electrónico.

Una de las formas de acreditar esta descendencia era a través de los apellidos, de forma que durante estos años se publican infinidad de listas de apellidos de origen sefardí y, tener uno de esos apellidos, podía significar ser descendiente.

Sin embargo, tener un simple apellido no era suficiente, sino que había que acreditar mediante informe de comunidades judías o rabínicas reconocidas que, efectivamente, cumplías la condición de descendiente.

Y pasó que se solicitaron cerca de 200 mil nacionalidades por esta vía.

Sin embargo, esta posibilidad solo estuvo vigente hasta octubre de 2019, momento en el que finaliza la ley y, por tanto, se suprime la posibilidad de solicitar nacionalidad por apellidos.

Todos los expedientes que se presentaron antes de esa fecha y aún no han sido resueltos, seguro serán resueltos con el tiempo, pero NO se pueden presentar nuevas solicitudes.

Siento haberte hecho la historia tan larga, pero es importante conocerla para que entendáis el motivo de por qué mucha gente pudo obtenerla y para acercarte, un poquito más, a la historia de España.

Abrazo grande,

Sai.",,"La gente cree que por tener un apellido de origen español, como Sánchez, ya puede tramitar nacionalidad"
RECURSO CONTENCIOSO,"Aplica a personas con expediente de nacionalidad EXCESIVAMENTE demorado o denegado que desean interponer recurso contencioso-administrativo. Requiere: nº expediente, fechas y estado actual. NO usar para simples consultas de inicio.","Hola!

Gracias por escribir :)
Cuando ya habéis cumplido el año de espera desde que solicitasteis nacionalidad española por residencia tenéis tres opciones: seguir esperando, interponer un recurso administrativo o interpone un recurso contencioso administrativo.

La realidad es que el recurso administrativo a nosotros no nos ha funcionado nunca, pero eso no significa que no vaya a funcionar en vuestro caso!
Yo en este mail te explico el recurso contencioso que es el recurso que verdaderamente funciona.

-----------------------------------------------------

En virtud del reglamento que regula el acceso a la nacionalidad española por residencia, el Ministerio de Justicia tiene un año para resolver sobre la misma.

Una vez pasado dicho plazo, en virtud de la citada Ley, la nacionalidad debe entenderse DENEGADA.

Esto no quiere decir que si pasan los 12 meses desde la presentación vayas a obtener una respuesta negativa en cuanto a tu solicitud, simplemente es un plazo que la Ley establece para que los ciudadanos puedan interponer un recurso.

Ahora sí! Te cuento todo!	

¿QUÉ ES EL RECURSO CONTENCIOSO?
El recurso contencioso en un recurso que se presenta directamente ante la Audiencia Nacional  y requiere de los servicios de abogado y procurador (siendo un trámite que NO puede presentar el solicitante por sí mismo, dado que se trata de un recurso judicial).

Se trata de un recurso JUDICIAL que se interpone ante la Audiencia Nacional donde se solicita que la misma exija al Ministerio que cumpla con su obligación de resolver.

Al ser un recurso judicial (y no administrativo) siempre será necesario contar con abogado y procurador, no siendo posible presentarlo el particular por sí mismo.

REQUISITOS:

- Haber presentado el expediente de nacionalidad española por residencia después de octubre del año 2015, que es cuando entró en vigor el procedimiento telemático de la misma.

- Que haya transcurrido UN AÑO desde su solicitud. No pudiendo presentarse ni un solo día antes.

- Qué se haya presentado con toda la documentación, sin ningún tipo de error. Si algún documento se presentó caducado o erróneamente en el recurso podremos presentar dichos documentos, pero lo ideal es que el expediente esté perfectamente presentado para que salga con el recurso.

PLAZOS

Aunque no hay un tiempo límite para su resolución, aproximadamente en un plazo de 6 meses la nacionalidad recurrida suele ser aprobada.

DOCUMENTOS:

Vamos a necesitar TODOS los documentos que se presentaron en la solicitud inicial, incluido el pasaporte actual si el mismo se ha renovado desde que se solicitó la nacionalidad española y el justificante de presentación del expediente.

Los documentos deben estar Perfectamente digitalizados, no siendo válidas las fotografías.

PODER NOTARIAL:

Dado que este proceso es judicial, necesitamos que el solicitante nos realice un PODER para poder presentar el recurso en vuestro nombre.

Este poder podrá realizarse de forma digital en el caso de que el recurrente sea titular de un certificado digital a través de la web del Ministerio.

Si el recurrente no tiene certificado digital, tendrá que acudir a un notario y realizar dicho poder de forma presencial a favor del procurador (los datos los facilitamos al momento de contratar).

PRECIO:

El precio del recurso son 600€+IVA (726€) e incluye: honorarios de ambos profesionales, tasa y todo el procedimiento completo.

El 50% del precio (300€ + IVA) debe pagarse al iniciar el trámite, momento en el cual se comienza con la revisión, redacción del recurso y su presentación por parte del procurador.

El 50% restante (300€+IVA), se abona cuando el recurso queda presentado.

Si quieres realizar este trámite con nosotros no dudes responder a este correo y comenzamos! Te compartiré una carpeta en Google Drive para que subas todos los documentos y, a partir de ahí, te derivaré al mail de nacionalidades para que podamos comenzar a redactar tu recurso.

Un saludo.",,"(cuando una persona ha solicitado nacionalidad española por residencia, si en un año no ha salido favorable puede interponer un recurso contencioso para que se resuelva lo antes posible"
RESIDIR MIENTRAS ESPERAMOS LMD,Aplica a descendientes que están TRAMITANDO o a la espera de resolución por LMD y preguntan cómo RESIDIR mientras tanto. Requiere: vínculo por LMD en curso. NO usar para iniciar LMD ni para familiar UE estándar.,"Hola!!!

Gracias por escribir.

Lamentablemente en España, a diferencia de lo que ocurre en Italia, no existe ninguna autorización de residencia que te permita vivir en España mientras te encuentras en trámite de tu nacionalidad española, de forma que, como el resto de extranjeros, podrás estar en España hasta un máximo de 90 días (como turista).

Hasta que no salga tu nacionalidad seguirás siendo extranjera.

Cosa distinta es que tramites otro tipo de autorización y permanezcas aquí hasta que seas español y, una vez tengas el acta, tramites desde España el DNI y pasaporte español.

Un saludo!!

Sai.",,"este mail es para aquellas personas que han presentado su nacionalidad por LMD u otro tipo en el consulado o desde España y quieren saber si mientras esperan pueden quedarse en España esperando, como ocurre en Italia, donde les dan un permiso de residencia y trabajo a esperas de su nacionalidad"
BÚSQUEDA DE ACTAS,Aplica a quienes necesitan ayuda para localizar actas/partidas en España o exterior para LMD/nacionalidad. Requiere: datos básicos de la persona/registro. NO usar para trámites migratorios sin necesidad documental.,"Hola,

Gracias por escribir.

Lamentablemente nosotros no prestamos el servicio de búsqueda de actas en España.

Si tienes todos los datos (nombre completo, fecha de nacimiento, lugar de nacimiento, nombre de los padres, etc.) te recomiendo que intentes pedirla tú mismo a través de la Sede del Ministerio de Justicia que, últimamente, está funcionando muy bien.

Aquí te copio el link: https://www.mjusticia.gob.es/es/ciudadania/tramites/certificadocertificacion (si lo que necesitas es un acta de nacimiento).

Aquí te copio el link: https://sede.mjusticia.gob.es/tramites/certificado-matrimonio (si lo que necesitas es un acta de matrimonio).

Si no tienes certificado digital marca la opción de Tramitación On line sin Cl@ve.

En caso de no contar con los datos y no poder acceder a ella de esta forma, tendrás que contar con los servicios de un genealogista.

Mi consejo es que si buscas un gestor o genealogista que te las busque, procures que sea uno que resida cerca del lugar de nacimiento, matrimonio o defunción de la persona en común, pues le será más fácil presentarse de forma personal en el Registro y, además, será mucho más barato.

Te mando un abrazo.

Sai.",,Esta respuesta es para aquellos que quieren tramitar su nacionalidad española desde el consulado pero les faltan actas de sus abuelos o bisabuelos y quieren saber si nosotros las buscamos
